,Country Name,UN Region,Amount,Total Population,Population Date,log_Population,Amount ,Population 
43,Thailand,Asia,74804920.93,66813330.0,19 Jul 2022,7.824863117683719,74.80M,66.81M
44,Cameroon,Africa,73072533.0,24348251.0,1 Jul 2019,7.386467770136708,73.07M,24.35M
45,Laos,Asia,72009503.69,7337783.0,1 Jul 2021,6.865564864234311,72.01M,7.34M
46,Palestine,Asia,69313487.0,5227193.0,1 Jul 2021,6.718268535545922,69.31M,5.23M
47,Honduras,Americas,67538101.0,9546178.0,1 Jul 2021,6.97982952805003,67.54M,9.55M
48,Egypt,Africa,67188265.0,103596325.0,19 Jul 2022,8.015344349419546,67.19M,103.60M
49,Myanmar,Asia,66659585.0,55294979.0,1 Jul 2021,7.742685697460326,66.66M,55.29M
50,Mexico,Americas,63682969.23,128271248.0,31 Mar 2022,8.108129320176166,63.68M,128.27M
51,Vietnam,Asia,62373067.86,98505400.0,1 Jul 2021,7.9934600388825885,62.37M,98.51M
52,El Salvador,Americas,61998048.53,6825935.0,1 Jul 2021,6.834162148390946,62.00M,6.83M
53,Cote d'Ivoire,Africa,60316290.0,27087732.0,1 Jul 2021,7.432772643973037,60.32M,27.09M
54,India,Asia,60022511.56,1373761000.0,1 Mar 2022,9.13791118293486,60.02M,1.37G
55,Kosovo,Europe,59045560.0,1798188.0,31 Dec 2020,6.254835095124878,59.05M,1.80M
56,Cambodia,Asia,56716748.97,15552211.0,3 Mar 2019,7.191792139783463,56.72M,15.55M
57,Chad,Africa,43560155.0,16818391.0,1 Jul 2021,7.225784444895536,43.56M,16.82M
58,Peru,Americas,43401251.72,33396698.0,1 Jul 2022,7.523703529348386,43.40M,33.40M
59,Sri Lanka,Asia,42398644.0,22156000.0,1 Jul 2021,7.345491356474646,42.40M,22.16M
60,France,Europe,41707352.0,67874000.0,1 Jun 2022,7.831703444104363,41.71M,67.87M
61,Kyrgyz Republic,Asia,41451890.39,6700000.0,1 Apr 2021,6.826074802700826,41.45M,6.70M
62,Turkey,Asia,40564505.0,84680273.0,31 Dec 2021,7.927782249467857,40.56M,84.68M
63,Tunisia,Africa,39336902.0,11746695.0,1 Jul 2020,7.069915692551177,39.34M,11.75M
64,Namibia,Africa,38797507.0,2550226.0,1 Jul 2021,6.406578669141308,38.80M,2.55M
65,Congo Republic,Africa,38285892.0,5657000.0,1 Jul 2021,6.752586178740409,38.29M,5.66M
66,Madagascar,Africa,37044059.0,26923353.0,1 Jul 2021,7.430129145400308,37.04M,26.92M
67,Guinea,Africa,36701143.0,12907395.0,1 Jul 2021,7.110838600803818,36.70M,12.91M
68,Australia,Oceania,35469847.0,25920968.0,19 Jul 2022,7.413651215918026,35.47M,25.92M
69,Nicaragua,Americas,34508609.38,6595674.0,30 Jun 2020,6.8192591819179125,34.51M,6.60M
70,Netherlands,Europe,33924648.99,17717959.0,19 Jul 2022,7.248413692376696,33.92M,17.72M
71,Burkina Faso,Africa,32715662.81,21510181.0,1 Jul 2020,7.332644064825886,32.72M,21.51M
72,Libya,Africa,32704382.0,7054493.0,1 Jul 2022,6.848465806862236,32.70M,7.05M
73,Sierra Leone,Africa,29886393.0,8297882.0,1 Jul 2021,6.918967254653808,29.89M,8.30M
74,Bosnia and Herzegovina,Europe,28934288.0,3320954.0,1 Jul 2020,6.521262860035445,28.93M,3.32M
75,Israel,Asia,28876633.0,9548060.0,19 Jul 2022,6.979915139449405,28.88M,9.55M
76,Burundi,Africa,28488086.97,12574571.0,1 Jul 2021,7.0994931773851535,28.49M,12.57M
77,Georgia,Asia,26769395.52,3728573.0,1 Jan 2021,6.571542650359974,26.77M,3.73M
78,China,Asia,23313899.87,1412600000.0,31 Dec 2021,9.150019201915148,23.31M,1.41G
79,Lesotho,Africa,21891627.0,2159000.0,1 Jul 2021,6.3342526423342305,21.89M,2.16M
80,Dominican Republic,Americas,18946636.61,10535535.0,1 Jul 2021,7.022656594205946,18.95M,10.54M
81,Palestine,Asia,17835667.0,5227193.0,1 Jul 2021,6.718268535545922,17.84M,5.23M
82,Jamaica,Americas,17489274.38,2734093.0,31 Dec 2019,6.436813282982311,17.49M,2.73M
83,Moldova,Europe,17339380.0,2597100.0,1 Jan 2021,6.414488672236952,17.34M,2.60M
84,Angola,Africa,16655360.0,33086278.0,30 Jun 2022,7.519647914485988,16.66M,33.09M
85,Austria,Europe,16154218.0,9027999.0,1 Apr 2022,6.95559150230044,16.15M,9.03M
86,Eswatini,Africa,16069170.0,1172000.0,1 Jul 2021,6.068927611682072,16.07M,1.17M
87,Brazil,Americas,15987471.0,214902876.0,19 Jul 2022,8.332242227602062,15.99M,214.90M
88,Djibouti,Africa,15017850.0,976107.0,1 Jul 2019,5.989497427259414,15.02M,976.11K
89,Ecuador,Americas,15015543.0,18023212.0,19 Jul 2022,7.2558321911695645,15.02M,18.02M
90,Armenia,Asia,14569024.0,2963900.0,31 Mar 2021,6.471863546749658,14.57M,2.96M
91,Tajikistan,Asia,14255640.0,9506000.0,1 Jan 2021,6.977997809958739,14.26M,9.51M
92,Costa Rica,Americas,12512325.2,5163038.0,30 Jun 2021,6.712905321469764,12.51M,5.16M
93,Panama,Americas,12485982.04,4278500.0,1 Jul 2020,6.631291536325312,12.49M,4.28M
94,Kazakhstan,Asia,12215957.72,19267584.0,19 Jul 2022,7.284827261035856,12.22M,19.27M
95,Germany,Europe,11118524.0,83695430.0,31 Mar 2022,7.922701744970953,11.12M,83.70M
96,Chile,Americas,10033009.0,19678363.0,30 Jun 2021,7.293988967589386,10.03M,19.68M
97,Gabon,Africa,9551452.37,2233272.0,1 Jul 2021,6.348941620924155,9.55M,2.23M
98,Togo,Africa,9310089.0,7886000.0,1 Jul 2021,6.8968567727372045,9.31M,7.89M
99,Venezuela,Americas,8522204.0,28705000.0,1 Jul 2021,7.457957551203638,8.52M,28.70M
100,Macedonia,Europe,7546455.0,1832696.0,1 Nov 2021,6.263090431971592,7.55M,1.83M
101,Bermuda,Americas,7392247.0,64055.0,1 Jul 2021,4.80655303552734,7.39M,64.06K
102,Timor-Leste,Asia,7356806.0,1317780.0,1 Jul 2021,6.119842911956736,7.36M,1.32M
103,Papua New Guinea,Oceania,7046087.0,9122994.0,1 Jul 2021,6.960137389237603,7.05M,9.12M
104,Mongolia,Asia,6889355.0,3447939.0,19 Jul 2022,6.537559573800663,6.89M,3.45M
105,Belgium,Europe,6669729.22,11657619.0,1 Apr 2022,7.066609857390914,6.67M,11.66M
106,Mauritania,Africa,6467765.01,4271197.0,1 Jul 2021,6.630549602810542,6.47M,4.27M
107,Albania,Europe,6218869.0,2829741.0,1 Jan 2021,6.451746687319949,6.22M,2.83M
108,Cuba,Americas,6172840.0,11113215.0,31 Dec 2021,7.045839716436334,6.17M,11.11M
109,Philippines,Asia,5905611.19,112170196.0,19 Jul 2022,8.049877478736716,5.91M,112.17M
110,Azerbaijan,Asia,5731972.0,10164464.0,1 Mar 2022,7.007084482041464,5.73M,10.16M
111,Argentina,Americas,5315701.0,47327407.0,18 May 2022,7.675112710754907,5.32M,47.33M
112,Uzbekistan,Asia,5300185.0,35661665.0,19 Jul 2022,7.5522016159967045,5.30M,35.66M
113,Indonesia,Asia,5204838.74,272248500.0,1 Jul 2021,8.434965495614158,5.20M,272.25M
114,Singapore,Asia,4979770.0,5453600.0,30 Jun 2021,6.7366832809904,4.98M,5.45M
115,Malaysia,Asia,4846113.55,32728400.0,19 Jul 2022,7.514924774383595,4.85M,32.73M
116,Serbia,Europe,4508843.0,6797105.0,1 Jan 2022,6.83232397884802,4.51M,6.80M
117,Japan,Asia,4410656.0,125502000.0,1 Oct 2021,8.09865064678951,4.41M,125.50M
118,Spain,Europe,4227681.43,47432805.0,1 Jan 2022,7.676078807974689,4.23M,47.43M
119,Czech Republic,Europe,4145110.0,10516708.0,1 Jan 2022,7.021879815751455,4.15M,10.52M
120,Paraguay,Americas,3930501.0,7353038.0,1 Jul 2021,6.866466810381868,3.93M,7.35M
121,United Arab Emirates,Asia,3893754.0,9282410.0,31 Dec 2020,6.9676607471044605,3.89M,9.28M
122,Bolivia,Americas,3732426.2,11797257.0,1 Jul 2021,7.071781040505686,3.73M,11.80M
123,Trinidad and Tobago,Americas,3705916.0,1367558.0,30 Jun 2021,6.135945754417381,3.71M,1.37M
124,Sweden,Europe,3694640.0,10475203.0,30 Apr 2022,7.02016244795581,3.69M,10.48M
125,Ireland,Europe,3307352.0,5123536.0,3 Apr 2022,6.709569792078881,3.31M,5.12M
126,Malta,Europe,2987500.0,514564.0,31 Dec 2019,5.711439398764629,2.99M,514.56K
127,New Zealand,Oceania,2987173.0,5133062.0,19 Jul 2022,6.710376509944624,2.99M,5.13M
128,Croatia,Europe,2838391.0,3888529.0,31 Aug 2021,6.589785342198951,2.84M,3.89M
129,Turkmenistan,Asia,2738938.0,6118000.0,1 Jul 2021,6.78660947264866,2.74M,6.12M
130,Belize,Americas,2611519.0,430191.0,1 Jul 2021,5.6336613202977865,2.61M,430.19K
131,Algeria,Africa,2483945.0,45400000.0,1 Jan 2022,7.657055852857104,2.48M,45.40M
132,Denmark,Europe,2469344.0,5883562.0,1 Apr 2022,6.769640334337041,2.47M,5.88M
133,Kuwait,Asia,2402406.0,4670713.0,31 Dec 2020,6.669383182135639,2.40M,4.67M
134,Hong Kong,Asia,2257541.0,7403100.0,31 Dec 2021,6.869413615808633,2.26M,7.40M
135,Norway,Europe,2237879.0,5435536.0,31 Mar 2022,6.735242376456274,2.24M,5.44M
136,Belarus,Europe,2122000.0,9349645.0,1 Jan 2021,6.970795121303748,2.12M,9.35M
137,Western Sahara,Africa,2000000.0,612000.0,1 Jul 2021,5.786751422145561,2.00M,612.00K
138,Fiji,Oceania,1994054.0,898402.0,1 Jul 2021,5.95347071006996,1.99M,898.40K
139,Montenegro,Europe,1949846.41,621306.0,1 Jul 2020,5.793305547648701,1.95M,621.31K
140,Greece,Europe,1838176.0,10603810.0,1 Jan 2022,7.025461937404057,1.84M,10.60M
141,Bahamas,Americas,1777262.0,393450.0,1 Jul 2021,5.594889549646035,1.78M,393.45K
142,Uruguay,Americas,1601884.0,3554915.0,30 Jun 2021,6.550829220966689,1.60M,3.55M
143,Russia,Europe,1487337.0,147190000.0,1 Oct 2021,8.167878305298055,1.49M,147.19M
144,Guinea-Bissau,Africa,1458616.0,1646077.0,1 Jul 2021,6.216450146728591,1.46M,1.65M
145,Guyana,Americas,1398550.0,743699.0,1 Jul 2019,5.871397197522479,1.40M,743.70K
146,Poland,Europe,1267475.0,38014000.0,1 May 2022,7.579943570379943,1.27M,38.01M
147,Iceland,Europe,1179846.0,377280.0,31 Mar 2022,5.576663783414995,1.18M,377.28K
148,Taiwan,Asia,1165165.0,23375314.0,31 Dec 2021,7.368757453450497,1.17M,23.38M
149,Latvia,Europe,1133878.0,1874900.0,1 Dec 2021,6.2729781090736845,1.13M,1.87M
150,Finland,Europe,1078807.88,5550066.0,1 Feb 2022,6.744298147674996,1.08M,5.55M
151,Maldives,Asia,1063589.0,383135.0,31 Dec 2019,5.583351827296466,1.06M,383.13K
152,Oman,Asia,1034508.0,4527446.0,31 Dec 2021,6.655853279076238,1.03M,4.53M
153,Gambia,Africa,1022318.02,2487000.0,1 Jul 2021,6.395675785269936,1.02M,2.49M
154,North Korea,Asia,1000000.0,25660000.0,1 Jul 2021,7.40925665203891,1.00M,25.66M
155,Saudi Arabia,Asia,995325.0,35013414.0,1 Jul 2020,7.544234458924818,995.33K,35.01M
156,Solomon Islands,Oceania,979042.0,728041.0,1 Jul 2021,5.862155837516841,979.04K,728.04K
157,Slovakia,Europe,850557.0,5434712.0,31 Dec 2021,6.735176534599901,850.56K,5.43M
158,Hungary,Europe,781076.0,9689000.0,1 Jan 2022,6.986278955905991,781.08K,9.69M
159,Bhutan,Asia,646280.0,763200.0,30 May 2022,5.8826383616960385,646.28K,763.20K
160,Portugal,Europe,631693.0,10347892.0,22 Mar 2021,7.014851887376472,631.69K,10.35M
161,Barbados,Americas,616032.0,288000.0,1 Jul 2021,5.459392487759231,616.03K,288.00K
162,Estonia,Europe,577469.0,1331796.0,1 Jan 2022,6.12443770617108,577.47K,1.33M
163,Slovenia,Europe,565773.0,2108977.0,1 Jan 2021,6.324071843453307,565.77K,2.11M
164,Tonga,Oceania,498711.0,99532.0,1 Jul 2021,4.99796273088782,498.71K,99.53K
165,Bahrain,Asia,495261.0,1501635.0,17 Mar 2020,6.17656438223564,495.26K,1.50M
166,Romania,Europe,437474.0,19186201.0,1 Jan 2021,7.28298898994807,437.47K,19.19M
167,Suriname,Americas,419519.0,598000.0,1 Jul 2019,5.776701183988411,419.52K,598.00K
168,Equatorial Guinea,Africa,368993.0,1505588.0,1 Jul 2021,6.177706144636216,368.99K,1.51M
170,Dominica,Americas,291264.0,72000.0,1 Jul 2021,4.857332496431268,291.26K,72.00K
171,St. Kitts and Nevis,Americas,284144.0,54000.0,1 Jul 2021,4.732393759822968,284.14K,54.00K
172,Aruba,Americas,272074.0,111050.0,31 Dec 2020,5.045518562884493,272.07K,111.05K
173,Luxembourg,Europe,271133.0,645397.0,1 Jan 2022,5.809826942340781,271.13K,645.40K
174,Lithuania,Europe,263170.0,2794961.0,1 Jan 2022,6.44637575225716,263.17K,2.79M
175,Cabo Verde,Africa,251429.3,563198.0,1 Jul 2021,5.75066110389239,251.43K,563.20K
176,Antigua and Barbuda,Americas,235287.0,99337.0,1 Jul 2021,4.997111040065091,235.29K,99.34K
177,Samoa,Oceania,233025.0,199853.0,1 Jul 2021,5.300710671853901,233.03K,199.85K
178,Saint-Martin,Americas,200000.0,32489.0,1 Jan 2019,4.511736344119204,200.00K,32.49K
179,Cyprus,Asia,176862.0,918100.0,1 Oct 2021,5.962889987391791,176.86K,918.10K
180,Cyprus,Asia,176862.0,382230.0,31 Dec 2019,5.582324770430004,176.86K,382.23K
181,Seychelles,Africa,132152.0,99202.0,30 Jun 2021,4.996520428003049,132.15K,99.20K
182,Sao Tome and Principe,Africa,120000.0,214610.0,1 Jul 2021,5.331649954552743,120.00K,214.61K
183,Mauritius,Africa,117751.0,1266334.0,30 Jun 2021,6.102548267471208,117.75K,1.27M
185,Grenada,Americas,99237.0,113000.0,1 Jul 2021,5.05307844348342,99.24K,113.00K
186,Comoros,Africa,36625.0,758316.0,15 Dec 2017,5.879850219429004,36.62K,758.32K
187,Cayman Islands,Americas,32588.0,65786.0,30 Sep 2020,4.8181334807011895,32.59K,65.79K
188,Anguilla,Americas,24000.0,15000.0,1 Jul 2021,4.176091259055681,24.00K,15.00K
189,Cook Islands,Oceania,7500.0,15342.0,1 Jul 2021,4.185881978409979,7.50K,15.34K
190,Niue,Oceania,7500.0,1549.0,1 Jul 2021,3.190051417759206,7.50K,1.55K
191,Greenland,Americas,4800.0,56562.0,1 Jan 2022,4.752524757465067,4.80K,56.56K
