,Country Name,UN Region,Amount,Total Population,Population Date,log_Population,Amount ,Population 
32,Niger,Africa,105933618.8,24112753.0,1 Jul 2021,7.382246797455569,105.93M,24.11M
33,Canada,Americas,105877311.77,38823639.0,19 Jul 2022,7.589096240056743,105.88M,38.82M
34,Philippines,Asia,101755617.57,112170196.0,19 Jul 2022,8.049877478736716,101.76M,112.17M
35,Cameroon,Africa,99930527.34,24348251.0,1 Jul 2019,7.386467770136708,99.93M,24.35M
36,Ukraine,Europe,96563624.0,41130432.0,1 Feb 2022,7.614163271002754,96.56M,41.13M
37,Mali,Africa,94732612.39,21473764.0,1 Jul 2022,7.331908175836099,94.73M,21.47M
38,Central African Republic,Africa,90904426.0,5633412.0,1 Jul 2020,6.750771514555674,90.90M,5.63M
39,Egypt,Africa,89761464.04,103596325.0,19 Jul 2022,8.015344349419546,89.76M,103.60M
40,Thailand,Asia,84795166.47,66813330.0,19 Jul 2022,7.824863117683719,84.80M,66.81M
41,Rwanda,Africa,79874574.63,12955768.0,1 Jul 2021,7.112463162460869,79.87M,12.96M
42,Peru,Americas,78066878.87,33396698.0,1 Jul 2022,7.523703529348386,78.07M,33.40M
43,United Kingdom,Europe,76101542.94,67081234.0,30 Jun 2020,7.8266010431180275,76.10M,67.08M
44,Vietnam,Asia,74166061.4,98505400.0,1 Jul 2021,7.9934600388825885,74.17M,98.51M
45,India,Asia,71914329.58,1373761000.0,1 Mar 2022,9.13791118293486,71.91M,1.37G
46,Burkina Faso,Africa,66286202.37,21510181.0,1 Jul 2020,7.332644064825886,66.29M,21.51M
47,Netherlands,Europe,65977819.84,17717959.0,19 Jul 2022,7.248413692376696,65.98M,17.72M
48,Cambodia,Asia,65898882.99,15552211.0,3 Mar 2019,7.191792139783463,65.90M,15.55M
49,Mexico,Americas,64399838.5,128271248.0,31 Mar 2022,8.108129320176166,64.40M,128.27M
50,Lesotho,Africa,62551142.9,2159000.0,1 Jul 2021,6.3342526423342305,62.55M,2.16M
51,Madagascar,Africa,61579429.67,26923353.0,1 Jul 2021,7.430129145400308,61.58M,26.92M
52,Nepal,Asia,61322794.05,29192480.0,11 Nov 2021,7.465270991341707,61.32M,29.19M
53,Turkey,Asia,60901472.43,84680273.0,31 Dec 2021,7.927782249467857,60.90M,84.68M
54,Chad,Africa,59431454.73,16818391.0,1 Jul 2021,7.225784444895536,59.43M,16.82M
55,Venezuela,Americas,53535126.72,28705000.0,1 Jul 2021,7.457957551203638,53.54M,28.70M
56,Kyrgyz Republic,Asia,52498494.8,6700000.0,1 Apr 2021,6.826074802700826,52.50M,6.70M
57,Ecuador,Americas,50300138.82,18023212.0,19 Jul 2022,7.2558321911695645,50.30M,18.02M
58,Namibia,Africa,44277726.5,2550226.0,1 Jul 2021,6.406578669141308,44.28M,2.55M
59,Georgia,Asia,43930231.55,3728573.0,1 Jan 2021,6.571542650359974,43.93M,3.73M
60,Brazil,Americas,43429869.57,214902876.0,19 Jul 2022,8.332242227602062,43.43M,214.90M
61,France,Europe,43330349.23,67874000.0,1 Jun 2022,7.831703444104363,43.33M,67.87M
62,Tunisia,Africa,40849599.05,11746695.0,1 Jul 2020,7.069915692551177,40.85M,11.75M
63,Australia,Oceania,40590939.88,25920968.0,19 Jul 2022,7.413651215918026,40.59M,25.92M
64,Eswatini,Africa,40283603.59,1172000.0,1 Jul 2021,6.068927611682072,40.28M,1.17M
65,El Salvador,Americas,39105017.63,6825935.0,1 Jul 2021,6.834162148390946,39.11M,6.83M
66,Nicaragua,Americas,37758133.37,6595674.0,30 Jun 2020,6.8192591819179125,37.76M,6.60M
67,Uzbekistan,Asia,37056551.0,35661665.0,19 Jul 2022,7.5522016159967045,37.06M,35.66M
68,Mauritania,Africa,33991023.5,4271197.0,1 Jul 2021,6.630549602810542,33.99M,4.27M
69,Indonesia,Asia,33337672.33,272248500.0,1 Jul 2021,8.434965495614158,33.34M,272.25M
70,Sri Lanka,Asia,30679301.04,22156000.0,1 Jul 2021,7.345491356474646,30.68M,22.16M
71,Burundi,Africa,29122371.31,12574571.0,1 Jul 2021,7.0994931773851535,29.12M,12.57M
72,Laos,Asia,28960260.44,7337783.0,1 Jul 2021,6.865564864234311,28.96M,7.34M
73,Paraguay,Americas,28917567.03,7353038.0,1 Jul 2021,6.866466810381868,28.92M,7.35M
74,Libya,Africa,28717246.09,7054493.0,1 Jul 2022,6.848465806862236,28.72M,7.05M
75,Angola,Africa,27876113.56,33086278.0,30 Jun 2022,7.519647914485988,27.88M,33.09M
76,Morocco,Africa,26511741.86,36664786.0,19 Jul 2022,7.564249154508492,26.51M,36.66M
77,Panama,Americas,26097143.87,4278500.0,1 Jul 2020,6.631291536325312,26.10M,4.28M
78,Honduras,Americas,26073925.8,9546178.0,1 Jul 2021,6.97982952805003,26.07M,9.55M
79,Dominican Republic,Americas,24993818.5,10535535.0,1 Jul 2021,7.022656594205946,24.99M,10.54M
80,Benin,Africa,24848819.0,12506347.0,1 Jul 2021,7.097130474408183,24.85M,12.51M
81,Bosnia and Herzegovina,Europe,24392950.87,3320954.0,1 Jul 2020,6.521262860035445,24.39M,3.32M
82,Botswana,Africa,24147647.0,2410338.0,1 Jul 2021,6.382077947654605,24.15M,2.41M
83,Guinea,Africa,24137102.82,12907395.0,1 Jul 2021,7.110838600803818,24.14M,12.91M
84,Solomon Islands,Oceania,22239935.0,728041.0,1 Jul 2021,5.862155837516841,22.24M,728.04K
85,Israel,Asia,22214787.54,9548060.0,19 Jul 2022,6.979915139449405,22.21M,9.55M
86,Liberia,Africa,21683986.54,4661010.0,1 Jul 2021,6.668480034694045,21.68M,4.66M
87,Costa Rica,Americas,21025033.04,5163038.0,30 Jun 2021,6.712905321469764,21.03M,5.16M
88,Togo,Africa,20951215.28,7886000.0,1 Jul 2021,6.8968567727372045,20.95M,7.89M
89,Austria,Europe,19946129.89,9027999.0,1 Apr 2022,6.95559150230044,19.95M,9.03M
90,Bahamas,Americas,19207481.48,393450.0,1 Jul 2021,5.594889549646035,19.21M,393.45K
91,China,Asia,18616924.13,1412600000.0,31 Dec 2021,9.150019201915148,18.62M,1.41G
92,Kazakhstan,Asia,18610011.86,19267584.0,19 Jul 2022,7.284827261035856,18.61M,19.27M
93,Moldova,Europe,18203824.52,2597100.0,1 Jan 2021,6.414488672236952,18.20M,2.60M
94,Guinea-Bissau,Africa,17793950.0,1646077.0,1 Jul 2021,6.216450146728591,17.79M,1.65M
95,Armenia,Asia,15977045.9,2963900.0,31 Mar 2021,6.471863546749658,15.98M,2.96M
96,Germany,Europe,15691570.2,83695430.0,31 Mar 2022,7.922701744970953,15.69M,83.70M
97,Congo Republic,Africa,15569743.76,5657000.0,1 Jul 2021,6.752586178740409,15.57M,5.66M
98,Jamaica,Americas,13049000.03,2734093.0,31 Dec 2019,6.436813282982311,13.05M,2.73M
99,Serbia,Europe,11518789.98,6797105.0,1 Jan 2022,6.83232397884802,11.52M,6.80M
100,Barbados,Americas,10443838.45,288000.0,1 Jul 2021,5.459392487759231,10.44M,288.00K
101,Tajikistan,Asia,9785448.21,9506000.0,1 Jan 2021,6.977997809958739,9.79M,9.51M
102,Malaysia,Asia,9567046.19,32728400.0,19 Jul 2022,7.514924774383595,9.57M,32.73M
103,Papua New Guinea,Oceania,9526162.0,9122994.0,1 Jul 2021,6.960137389237603,9.53M,9.12M
104,Argentina,Americas,9311222.0,47327407.0,18 May 2022,7.675112710754907,9.31M,47.33M
105,Kosovo,Europe,8337495.95,1798188.0,31 Dec 2020,6.254835095124878,8.34M,1.80M
106,Albania,Europe,7935247.59,2829741.0,1 Jan 2021,6.451746687319949,7.94M,2.83M
107,Belarus,Europe,7413539.0,9349645.0,1 Jan 2021,6.970795121303748,7.41M,9.35M
108,Bermuda,Americas,7015983.79,64055.0,1 Jul 2021,4.80655303552734,7.02M,64.06K
109,Macedonia,Europe,6784057.13,1832696.0,1 Nov 2021,6.263090431971592,6.78M,1.83M
110,Japan,Asia,6644108.45,125502000.0,1 Oct 2021,8.09865064678951,6.64M,125.50M
111,Cuba,Americas,6563513.0,11113215.0,31 Dec 2021,7.045839716436334,6.56M,11.11M
112,Trinidad and Tobago,Americas,6480642.0,1367558.0,30 Jun 2021,6.135945754417381,6.48M,1.37M
113,Russia,Europe,6303402.4,147190000.0,1 Oct 2021,8.167878305298055,6.30M,147.19M
114,Spain,Europe,6264936.89,47432805.0,1 Jan 2022,7.676078807974689,6.26M,47.43M
115,Timor-Leste,Asia,6145622.75,1317780.0,1 Jul 2021,6.119842911956736,6.15M,1.32M
116,Taiwan,Asia,5641841.56,23375314.0,31 Dec 2021,7.368757453450497,5.64M,23.38M
117,Guyana,Americas,5419230.16,743699.0,1 Jul 2019,5.871397197522479,5.42M,743.70K
118,South Korea,Asia,5236581.56,51745000.0,31 Dec 2021,7.713868391282224,5.24M,51.74M
119,Norway,Europe,4872130.0,5435536.0,31 Mar 2022,6.735242376456274,4.87M,5.44M
120,Djibouti,Africa,4798030.03,976107.0,1 Jul 2019,5.989497427259414,4.80M,976.11K
121,Algeria,Africa,4747164.68,45400000.0,1 Jan 2022,7.657055852857104,4.75M,45.40M
122,Czech Republic,Europe,4546548.0,10516708.0,1 Jan 2022,7.021879815751455,4.55M,10.52M
123,Estonia,Europe,4405105.9,1331796.0,1 Jan 2022,6.12443770617108,4.41M,1.33M
124,Azerbaijan,Asia,4199329.98,10164464.0,1 Mar 2022,7.007084482041464,4.20M,10.16M
125,Chile,Americas,4103428.0,19678363.0,30 Jun 2021,7.293988967589386,4.10M,19.68M
126,Western Sahara,Africa,3900000.0,612000.0,1 Jul 2021,5.786751422145561,3.90M,612.00K
127,Belgium,Europe,3731011.55,11657619.0,1 Apr 2022,7.066609857390914,3.73M,11.66M
128,Malta,Europe,3725808.35,514564.0,31 Dec 2019,5.711439398764629,3.73M,514.56K
129,Gambia,Africa,3466368.72,2487000.0,1 Jul 2021,6.395675785269936,3.47M,2.49M
130,Bolivia,Americas,3441228.33,11797257.0,1 Jul 2021,7.071781040505686,3.44M,11.80M
131,Sweden,Europe,3076217.23,10475203.0,30 Apr 2022,7.02016244795581,3.08M,10.48M
132,Turkmenistan,Asia,3019427.59,6118000.0,1 Jul 2021,6.78660947264866,3.02M,6.12M
133,Bhutan,Asia,2820040.04,763200.0,30 May 2022,5.8826383616960385,2.82M,763.20K
134,Finland,Europe,2774487.37,5550066.0,1 Feb 2022,6.744298147674996,2.77M,5.55M
135,New Zealand,Oceania,2655858.41,5133062.0,19 Jul 2022,6.710376509944624,2.66M,5.13M
136,Greece,Europe,2573683.0,10603810.0,1 Jan 2022,7.025461937404057,2.57M,10.60M
137,Denmark,Europe,2347660.5,5883562.0,1 Apr 2022,6.769640334337041,2.35M,5.88M
138,Uruguay,Americas,2137544.96,3554915.0,30 Jun 2021,6.550829220966689,2.14M,3.55M
139,St. Lucia,Americas,2117510.28,178696.0,1 Jul 2018,5.252114831199711,2.12M,178.70K
140,Kiribati,Oceania,2022930.92,120740.0,1 Jul 2021,5.081851171517454,2.02M,120.74K
141,Oman,Asia,1992473.83,4527446.0,31 Dec 2021,6.655853279076238,1.99M,4.53M
142,Romania,Europe,1985565.96,19186201.0,1 Jan 2021,7.28298898994807,1.99M,19.19M
143,Singapore,Asia,1899287.33,5453600.0,30 Jun 2021,6.7366832809904,1.90M,5.45M
144,Mongolia,Asia,1876737.03,3447939.0,19 Jul 2022,6.537559573800663,1.88M,3.45M
145,Sierra Leone,Africa,1817574.0,8297882.0,1 Jul 2021,6.918967254653808,1.82M,8.30M
146,Croatia,Europe,1703118.14,3888529.0,31 Aug 2021,6.589785342198951,1.70M,3.89M
147,Poland,Europe,1596906.89,38014000.0,1 May 2022,7.579943570379943,1.60M,38.01M
148,Fiji,Oceania,1565800.51,898402.0,1 Jul 2021,5.95347071006996,1.57M,898.40K
149,Montenegro,Europe,1470859.21,621306.0,1 Jul 2020,5.793305547648701,1.47M,621.31K
150,British Virgin Islands,Americas,1434217.0,30000.0,1 Jul 2021,4.477121254719663,1.43M,30.00K
151,Belize,Americas,1429964.94,430191.0,1 Jul 2021,5.6336613202977865,1.43M,430.19K
152,Portugal,Europe,1405827.65,10347892.0,22 Mar 2021,7.014851887376472,1.41M,10.35M
153,Aruba,Americas,1379210.0,111050.0,31 Dec 2020,5.045518562884493,1.38M,111.05K
154,Iceland,Europe,1369349.59,377280.0,31 Mar 2022,5.576663783414995,1.37M,377.28K
155,Dominica,Americas,1221013.78,72000.0,1 Jul 2021,4.857332496431268,1.22M,72.00K
156,United Arab Emirates,Asia,1180411.0,9282410.0,31 Dec 2020,6.9676607471044605,1.18M,9.28M
157,Gabon,Africa,1137757.15,2233272.0,1 Jul 2021,6.348941620924155,1.14M,2.23M
158,Slovenia,Europe,991110.0,2108977.0,1 Jan 2021,6.324071843453307,991.11K,2.11M
159,Equatorial Guinea,Africa,990898.44,1505588.0,1 Jul 2021,6.177706144636216,990.90K,1.51M
160,Saudi Arabia,Asia,928867.1,35013414.0,1 Jul 2020,7.544234458924818,928.87K,35.01M
161,Hungary,Europe,925082.83,9689000.0,1 Jan 2022,6.986278955905991,925.08K,9.69M
162,Samoa,Oceania,913436.0,199853.0,1 Jul 2021,5.300710671853901,913.44K,199.85K
163,Tonga,Oceania,808188.95,99532.0,1 Jul 2021,4.99796273088782,808.19K,99.53K
164,Vanuatu,Oceania,796869.0,301295.0,1 Jul 2021,5.478991924602573,796.87K,301.30K
165,Kuwait,Asia,656163.66,4670713.0,31 Dec 2020,6.669383182135639,656.16K,4.67M
166,Suriname,Americas,629532.1,598000.0,1 Jul 2019,5.776701183988411,629.53K,598.00K
167,Slovakia,Europe,612289.0,5434712.0,31 Dec 2021,6.735176534599901,612.29K,5.43M
168,Lithuania,Europe,595116.15,2794961.0,1 Jan 2022,6.44637575225716,595.12K,2.79M
169,Latvia,Europe,559440.0,1874900.0,1 Dec 2021,6.2729781090736845,559.44K,1.87M
170,Bulgaria,Europe,546596.37,6520314.0,7 Sep 2021,6.814268510637397,546.60K,6.52M
171,Bahrain,Asia,516565.0,1501635.0,17 Mar 2020,6.17656438223564,516.57K,1.50M
172,Cyprus,Asia,481897.46,918100.0,1 Oct 2021,5.962889987391791,481.90K,918.10K
173,Cyprus,Asia,481897.46,382230.0,31 Dec 2019,5.582324770430004,481.90K,382.23K
174,Cabo Verde,Africa,429944.3,563198.0,1 Jul 2021,5.75066110389239,429.94K,563.20K
175,Maldives,Asia,356714.85,383135.0,31 Dec 2019,5.583351827296466,356.71K,383.13K
176,Mauritius,Africa,349038.0,1266334.0,30 Jun 2021,6.102548267471208,349.04K,1.27M
177,Comoros,Africa,320576.0,758316.0,15 Dec 2017,5.879850219429004,320.58K,758.32K
179,Anguilla,Americas,184700.0,15000.0,1 Jul 2021,4.176091259055681,184.70K,15.00K
180,Eritrea,Africa,160805.28,3601000.0,1 Jul 2021,6.556423121371285,160.81K,3.60M
181,Luxembourg,Europe,136884.0,645397.0,1 Jan 2022,5.809826942340781,136.88K,645.40K
183,Seychelles,Africa,62427.0,99202.0,30 Jun 2021,4.996520428003049,62.43K,99.20K
184,New Caledonia,Oceania,60000.0,273674.0,1 Jul 2021,5.437233539854821,60.00K,273.67K
185,Qatar,Asia,56960.0,2799202.0,31 Jul 2019,6.44703423977374,56.96K,2.80M
186,Palestine,Asia,46837.0,5227193.0,1 Jul 2021,6.718268535545922,46.84K,5.23M
187,Cayman Islands,Americas,29982.0,65786.0,30 Sep 2020,4.8181334807011895,29.98K,65.79K
188,Curacao,Americas,19873.85,153671.0,1 Jan 2021,5.186591917413286,19.87K,153.67K
189,Brunei Darussalam,Asia,16264.0,429999.0,1 Jul 2021,5.633467445591245,16.26K,430.00K
190,Hong Kong,Asia,11500.0,7403100.0,31 Dec 2021,6.869413615808633,11.50K,7.40M
191,Cook Islands,Oceania,10024.0,15342.0,1 Jul 2021,4.185881978409979,10.02K,15.34K
192,St. Vincent and the Grenadines,Americas,9006.78,110696.0,1 Jul 2020,5.044131927930993,9.01K,110.70K
193,Tuvalu,Oceania,5851.0,10679.0,1 Jul 2021,4.028530586511328,5.85K,10.68K
194,Grenada,Americas,4256.56,113000.0,1 Jul 2021,5.05307844348342,4.26K,113.00K
195,Antigua and Barbuda,Americas,2086.78,99337.0,1 Jul 2021,4.997111040065091,2.09K,99.34K
196,St. Kitts and Nevis,Americas,500.0,54000.0,1 Jul 2021,4.732393759822968,500.00,54.00K
