,Country Name,UN Region,Amount,Total Population,Population Date,log_Population,Amount ,Population 
20,Guinea,Africa,171953341.02,12907395.0,1 Jul 2021,7.110838600803818,171.95M,12.91M
21,DR Congo,Africa,159586895.0,92378000.0,1 Jul 2021,7.965568555460146,159.59M,92.38M
22,Mozambique,Africa,155986718.0,31616078.0,1 Jul 2022,7.499907994356414,155.99M,31.62M
23,Sierra Leone,Africa,153954380.0,8297882.0,1 Jul 2021,6.918967254653808,153.95M,8.30M
24,Egypt,Africa,149754692.0,103596325.0,19 Jul 2022,8.015344349419546,149.75M,103.60M
25,Rwanda,Africa,144756731.03,12955768.0,1 Jul 2021,7.112463162460869,144.76M,12.96M
26,Bangladesh,Asia,143145013.0,168220000.0,1 Jul 2020,8.225877628639518,143.15M,168.22M
27,Malawi,Africa,137035224.06,21507723.0,1 Jul 2022,7.332594434521366,137.04M,21.51M
28,Iraq,Asia,136944043.0,41190700.0,1 Jul 2021,7.614799172474848,136.94M,41.19M
29,Dominican Republic,Americas,111288637.0,10535535.0,1 Jul 2021,7.022656594205946,111.29M,10.54M
30,Zambia,Africa,110548531.05,18400556.0,1 Jul 2021,7.264830946057566,110.55M,18.40M
31,Somalia,Africa,101069112.0,16360000.0,1 Jul 2021,7.213783299335304,101.07M,16.36M
32,Zimbabwe,Africa,100977974.0,15790716.0,1 Jul 2021,7.198401822712481,100.98M,15.79M
33,Nepal,Asia,98396493.0,29192480.0,11 Nov 2021,7.465270991341707,98.40M,29.19M
34,Botswana,Africa,98152797.0,2410338.0,1 Jul 2021,6.382077947654605,98.15M,2.41M
35,United Kingdom,Europe,97788988.8,67081234.0,30 Jun 2020,7.8266010431180275,97.79M,67.08M
36,Canada,Americas,94003574.73,38823639.0,19 Jul 2022,7.589096240056743,94.00M,38.82M
37,Mali,Africa,90948932.02,21473764.0,1 Jul 2022,7.331908175836099,90.95M,21.47M
38,Benin,Africa,90713058.05,12506347.0,1 Jul 2021,7.097130474408183,90.71M,12.51M
39,Colombia,Americas,85958516.0,51049498.0,30 Jun 2021,7.707991475768632,85.96M,51.05M
40,Senegal,Africa,83638966.31,17223497.0,1 Jul 2021,7.236121333738666,83.64M,17.22M
41,Lebanon,Asia,82444342.0,6769000.0,1 Jul 2021,6.830524514097259,82.44M,6.77M
42,Myanmar,Asia,78605553.0,55294979.0,1 Jul 2021,7.742685697460326,78.61M,55.29M
43,Thailand,Asia,73102047.0,66813330.0,19 Jul 2022,7.824863117683719,73.10M,66.81M
44,Yemen,Asia,72921177.0,30491000.0,1 Jul 2021,7.484171667965255,72.92M,30.49M
45,India,Asia,72485487.0,1373761000.0,1 Mar 2022,9.13791118293486,72.49M,1.37G
46,Guatemala,Americas,71117731.33,17109746.0,1 Jul 2021,7.233243562339627,71.12M,17.11M
47,Ukraine,Europe,66201932.0,41130432.0,1 Feb 2022,7.614163271002754,66.20M,41.13M
48,Vietnam,Asia,62964365.0,98505400.0,1 Jul 2021,7.9934600388825885,62.96M,98.51M
49,Cameroon,Africa,62057194.0,24348251.0,1 Jul 2019,7.386467770136708,62.06M,24.35M
50,Philippines,Asia,56229129.0,112170196.0,19 Jul 2022,8.049877478736716,56.23M,112.17M
51,Congo Republic,Africa,54110098.0,5657000.0,1 Jul 2021,6.752586178740409,54.11M,5.66M
52,Honduras,Americas,53851049.0,9546178.0,1 Jul 2021,6.97982952805003,53.85M,9.55M
53,Mexico,Americas,51731056.0,128271248.0,31 Mar 2022,8.108129320176166,51.73M,128.27M
54,Indonesia,Asia,50993598.38,272248500.0,1 Jul 2021,8.434965495614158,50.99M,272.25M
55,Cambodia,Asia,48801827.0,15552211.0,3 Mar 2019,7.191792139783463,48.80M,15.55M
56,Cote d'Ivoire,Africa,41689698.0,27087732.0,1 Jul 2021,7.432772643973037,41.69M,27.09M
57,Tunisia,Africa,38501424.0,11746695.0,1 Jul 2020,7.069915692551177,38.50M,11.75M
58,Peru,Americas,37848763.0,33396698.0,1 Jul 2022,7.523703529348386,37.85M,33.40M
59,Niger,Africa,34500649.05,24112753.0,1 Jul 2021,7.382246797455569,34.50M,24.11M
60,Turkey,Asia,33291712.0,84680273.0,31 Dec 2021,7.927782249467857,33.29M,84.68M
61,Burkina Faso,Africa,33243056.69,21510181.0,1 Jul 2020,7.332644064825886,33.24M,21.51M
62,Netherlands,Europe,30146736.0,17717959.0,19 Jul 2022,7.248413692376696,30.15M,17.72M
63,Angola,Africa,27707681.0,33086278.0,30 Jun 2022,7.519647914485988,27.71M,33.09M
64,Israel,Asia,27608241.0,9548060.0,19 Jul 2022,6.979915139449405,27.61M,9.55M
65,Morocco,Africa,25124135.0,36664786.0,19 Jul 2022,7.564249154508492,25.12M,36.66M
66,Madagascar,Africa,25017884.0,26923353.0,1 Jul 2021,7.430129145400308,25.02M,26.92M
67,Chad,Africa,24972493.0,16818391.0,1 Jul 2021,7.225784444895536,24.97M,16.82M
68,Djibouti,Africa,24000280.0,976107.0,1 Jul 2019,5.989497427259414,24.00M,976.11K
69,France,Europe,22565755.0,67874000.0,1 Jun 2022,7.831703444104363,22.57M,67.87M
70,Australia,Oceania,22143539.0,25920968.0,19 Jul 2022,7.413651215918026,22.14M,25.92M
71,Sri Lanka,Asia,20655273.0,22156000.0,1 Jul 2021,7.345491356474646,20.66M,22.16M
72,Georgia,Asia,20120449.0,3728573.0,1 Jan 2021,6.571542650359974,20.12M,3.73M
73,Namibia,Africa,19646755.2,2550226.0,1 Jul 2021,6.406578669141308,19.65M,2.55M
74,China,Asia,19272630.0,1412600000.0,31 Dec 2021,9.150019201915148,19.27M,1.41G
75,Burundi,Africa,17952734.02,12574571.0,1 Jul 2021,7.0994931773851535,17.95M,12.57M
76,Kyrgyz Republic,Asia,17437279.45,6700000.0,1 Apr 2021,6.826074802700826,17.44M,6.70M
77,Bosnia and Herzegovina,Europe,17319245.0,3320954.0,1 Jul 2020,6.521262860035445,17.32M,3.32M
78,Lesotho,Africa,16440772.0,2159000.0,1 Jul 2021,6.3342526423342305,16.44M,2.16M
79,Kazakhstan,Asia,15347847.0,19267584.0,19 Jul 2022,7.284827261035856,15.35M,19.27M
80,Serbia,Europe,12511405.0,6797105.0,1 Jan 2022,6.83232397884802,12.51M,6.80M
81,Ecuador,Americas,12329545.0,18023212.0,19 Jul 2022,7.2558321911695645,12.33M,18.02M
82,Tajikistan,Asia,12166383.0,9506000.0,1 Jan 2021,6.977997809958739,12.17M,9.51M
83,Laos,Asia,11766499.0,7337783.0,1 Jul 2021,6.865564864234311,11.77M,7.34M
84,Austria,Europe,11356613.0,9027999.0,1 Apr 2022,6.95559150230044,11.36M,9.03M
85,Germany,Europe,11161180.0,83695430.0,31 Mar 2022,7.922701744970953,11.16M,83.70M
86,Armenia,Asia,10970357.0,2963900.0,31 Mar 2021,6.471863546749658,10.97M,2.96M
87,Brazil,Americas,10789832.0,214902876.0,19 Jul 2022,8.332242227602062,10.79M,214.90M
88,Libya,Africa,10445177.0,7054493.0,1 Jul 2022,6.848465806862236,10.45M,7.05M
89,Belarus,Europe,10223980.0,9349645.0,1 Jan 2021,6.970795121303748,10.22M,9.35M
90,Gabon,Africa,10160607.0,2233272.0,1 Jul 2021,6.348941620924155,10.16M,2.23M
91,Paraguay,Americas,9331376.0,7353038.0,1 Jul 2021,6.866466810381868,9.33M,7.35M
92,Moldova,Europe,9328772.64,2597100.0,1 Jan 2021,6.414488672236952,9.33M,2.60M
93,Papua New Guinea,Oceania,9287772.0,9122994.0,1 Jul 2021,6.960137389237603,9.29M,9.12M
94,Eswatini,Africa,9185515.0,1172000.0,1 Jul 2021,6.068927611682072,9.19M,1.17M
95,Jamaica,Americas,8601792.0,2734093.0,31 Dec 2019,6.436813282982311,8.60M,2.73M
96,Macedonia,Europe,8573541.0,1832696.0,1 Nov 2021,6.263090431971592,8.57M,1.83M
97,Azerbaijan,Asia,8441651.0,10164464.0,1 Mar 2022,7.007084482041464,8.44M,10.16M
98,Mauritania,Africa,8426665.92,4271197.0,1 Jul 2021,6.630549602810542,8.43M,4.27M
99,Albania,Europe,7269371.0,2829741.0,1 Jan 2021,6.451746687319949,7.27M,2.83M
100,Mauritius,Africa,7000000.0,1266334.0,30 Jun 2021,6.102548267471208,7.00M,1.27M
101,Nicaragua,Americas,6991017.0,6595674.0,30 Jun 2020,6.8192591819179125,6.99M,6.60M
102,Bermuda,Americas,6766696.0,64055.0,1 Jul 2021,4.80655303552734,6.77M,64.06K
103,Algeria,Africa,6741284.0,45400000.0,1 Jan 2022,7.657055852857104,6.74M,45.40M
104,Costa Rica,Americas,6229017.0,5163038.0,30 Jun 2021,6.712905321469764,6.23M,5.16M
105,Timor-Leste,Asia,6216348.0,1317780.0,1 Jul 2021,6.119842911956736,6.22M,1.32M
106,Venezuela,Americas,6067043.0,28705000.0,1 Jul 2021,7.457957551203638,6.07M,28.70M
107,Uzbekistan,Asia,5711540.0,35661665.0,19 Jul 2022,7.5522016159967045,5.71M,35.66M
108,Panama,Americas,5626307.0,4278500.0,1 Jul 2020,6.631291536325312,5.63M,4.28M
109,Uruguay,Americas,5497789.0,3554915.0,30 Jun 2021,6.550829220966689,5.50M,3.55M
110,Bahamas,Americas,4790982.0,393450.0,1 Jul 2021,5.594889549646035,4.79M,393.45K
111,Belize,Americas,4744267.0,430191.0,1 Jul 2021,5.6336613202977865,4.74M,430.19K
112,Guyana,Americas,4502818.0,743699.0,1 Jul 2019,5.871397197522479,4.50M,743.70K
113,Russia,Europe,4397266.0,147190000.0,1 Oct 2021,8.167878305298055,4.40M,147.19M
114,Malta,Europe,4222899.0,514564.0,31 Dec 2019,5.711439398764629,4.22M,514.56K
115,Malaysia,Asia,4156974.0,32728400.0,19 Jul 2022,7.514924774383595,4.16M,32.73M
116,Turkmenistan,Asia,4149351.0,6118000.0,1 Jul 2021,6.78660947264866,4.15M,6.12M
117,Belgium,Europe,3728163.0,11657619.0,1 Apr 2022,7.066609857390914,3.73M,11.66M
118,Trinidad and Tobago,Americas,3475018.0,1367558.0,30 Jun 2021,6.135945754417381,3.48M,1.37M
119,Finland,Europe,3399741.0,5550066.0,1 Feb 2022,6.744298147674996,3.40M,5.55M
120,Japan,Asia,3216427.0,125502000.0,1 Oct 2021,8.09865064678951,3.22M,125.50M
121,Spain,Europe,3012016.0,47432805.0,1 Jan 2022,7.676078807974689,3.01M,47.43M
122,Argentina,Americas,2965351.0,47327407.0,18 May 2022,7.675112710754907,2.97M,47.33M
123,Sweden,Europe,2774260.0,10475203.0,30 Apr 2022,7.02016244795581,2.77M,10.48M
124,South Korea,Asia,2765129.0,51745000.0,31 Dec 2021,7.713868391282224,2.77M,51.74M
125,New Zealand,Oceania,2606083.0,5133062.0,19 Jul 2022,6.710376509944624,2.61M,5.13M
126,Western Sahara,Africa,2601648.0,612000.0,1 Jul 2021,5.786751422145561,2.60M,612.00K
127,Iceland,Europe,2596630.0,377280.0,31 Mar 2022,5.576663783414995,2.60M,377.28K
128,Denmark,Europe,2537983.0,5883562.0,1 Apr 2022,6.769640334337041,2.54M,5.88M
129,Cuba,Americas,2536783.0,11113215.0,31 Dec 2021,7.045839716436334,2.54M,11.11M
130,Chile,Americas,2510872.0,19678363.0,30 Jun 2021,7.293988967589386,2.51M,19.68M
131,Maldives,Asia,2510438.0,383135.0,31 Dec 2019,5.583351827296466,2.51M,383.13K
132,Fiji,Oceania,2370338.0,898402.0,1 Jul 2021,5.95347071006996,2.37M,898.40K
133,Bahrain,Asia,2307973.0,1501635.0,17 Mar 2020,6.17656438223564,2.31M,1.50M
134,Barbados,Americas,2297903.0,288000.0,1 Jul 2021,5.459392487759231,2.30M,288.00K
135,Vanuatu,Oceania,2276717.0,301295.0,1 Jul 2021,5.478991924602573,2.28M,301.30K
137,Singapore,Asia,2043017.0,5453600.0,30 Jun 2021,6.7366832809904,2.04M,5.45M
138,St. Lucia,Americas,2024890.0,178696.0,1 Jul 2018,5.252114831199711,2.02M,178.70K
139,Suriname,Americas,1880822.0,598000.0,1 Jul 2019,5.776701183988411,1.88M,598.00K
140,Palestine,Asia,1846441.0,5227193.0,1 Jul 2021,6.718268535545922,1.85M,5.23M
141,Ireland,Europe,1751765.0,5123536.0,3 Apr 2022,6.709569792078881,1.75M,5.12M
142,Czech Republic,Europe,1709881.0,10516708.0,1 Jan 2022,7.021879815751455,1.71M,10.52M
143,Latvia,Europe,1698881.0,1874900.0,1 Dec 2021,6.2729781090736845,1.70M,1.87M
144,Croatia,Europe,1560290.0,3888529.0,31 Aug 2021,6.589785342198951,1.56M,3.89M
145,Taiwan,Asia,1534354.0,23375314.0,31 Dec 2021,7.368757453450497,1.53M,23.38M
146,Aruba,Americas,1423983.0,111050.0,31 Dec 2020,5.045518562884493,1.42M,111.05K
147,Samoa,Oceania,1133000.0,199853.0,1 Jul 2021,5.300710671853901,1.13M,199.85K
148,Solomon Islands,Oceania,1048182.0,728041.0,1 Jul 2021,5.862155837516841,1.05M,728.04K
149,Mongolia,Asia,946646.0,3447939.0,19 Jul 2022,6.537559573800663,946.65K,3.45M
150,Bhutan,Asia,903780.0,763200.0,30 May 2022,5.8826383616960385,903.78K,763.20K
151,Poland,Europe,893408.0,38014000.0,1 May 2022,7.579943570379943,893.41K,38.01M
152,Oman,Asia,848040.0,4527446.0,31 Dec 2021,6.655853279076238,848.04K,4.53M
153,Cyprus,Asia,802000.0,918100.0,1 Oct 2021,5.962889987391791,802.00K,918.10K
154,Cyprus,Asia,802000.0,382230.0,31 Dec 2019,5.582324770430004,802.00K,382.23K
155,Bolivia,Americas,736512.0,11797257.0,1 Jul 2021,7.071781040505686,736.51K,11.80M
157,Hungary,Europe,714984.0,9689000.0,1 Jan 2022,6.986278955905991,714.98K,9.69M
158,Portugal,Europe,684552.0,10347892.0,22 Mar 2021,7.014851887376472,684.55K,10.35M
160,Saudi Arabia,Asia,649524.0,35013414.0,1 Jul 2020,7.544234458924818,649.52K,35.01M
161,Hong Kong,Asia,646859.0,7403100.0,31 Dec 2021,6.869413615808633,646.86K,7.40M
162,Togo,Africa,643000.0,7886000.0,1 Jul 2021,6.8968567727372045,643.00K,7.89M
163,Norway,Europe,639133.0,5435536.0,31 Mar 2022,6.735242376456274,639.13K,5.44M
164,Qatar,Asia,599366.0,2799202.0,31 Jul 2019,6.44703423977374,599.37K,2.80M
165,Turks and Caicos Islands,Americas,500000.0,44542.0,1 Jul 2020,4.648769713584033,500.00K,44.54K
166,Tonga,Oceania,500000.0,99532.0,1 Jul 2021,4.99796273088782,500.00K,99.53K
167,Vatican,Europe,500000.0,825.0,1 Feb 2019,2.916453948549925,500.00K,825.00
168,Lithuania,Europe,499994.0,2794961.0,1 Jan 2022,6.44637575225716,499.99K,2.79M
169,Guinea-Bissau,Africa,476194.0,1646077.0,1 Jul 2021,6.216450146728591,476.19K,1.65M
170,United Arab Emirates,Asia,470803.0,9282410.0,31 Dec 2020,6.9676607471044605,470.80K,9.28M
171,Kosovo,Europe,459248.0,1798188.0,31 Dec 2020,6.254835095124878,459.25K,1.80M
172,Montenegro,Europe,458846.0,621306.0,1 Jul 2020,5.793305547648701,458.85K,621.31K
173,Greece,Europe,436919.0,10603810.0,1 Jan 2022,7.025461937404057,436.92K,10.60M
174,Kuwait,Asia,334181.0,4670713.0,31 Dec 2020,6.669383182135639,334.18K,4.67M
175,Equatorial Guinea,Africa,289608.0,1505588.0,1 Jul 2021,6.177706144636216,289.61K,1.51M
176,Gambia,Africa,286657.0,2487000.0,1 Jul 2021,6.395675785269936,286.66K,2.49M
177,Cabo Verde,Africa,274936.86,563198.0,1 Jul 2021,5.75066110389239,274.94K,563.20K
178,Greenland,Americas,249615.0,56562.0,1 Jan 2022,4.752524757465067,249.62K,56.56K
179,Kiribati,Oceania,240000.0,120740.0,1 Jul 2021,5.081851171517454,240.00K,120.74K
180,Slovakia,Europe,204060.0,5434712.0,31 Dec 2021,6.735176534599901,204.06K,5.43M
181,Estonia,Europe,200500.0,1331796.0,1 Jan 2022,6.12443770617108,200.50K,1.33M
182,Seychelles,Africa,200000.0,99202.0,30 Jun 2021,4.996520428003049,200.00K,99.20K
183,Luxembourg,Europe,199269.0,645397.0,1 Jan 2022,5.809826942340781,199.27K,645.40K
184,Macau,Asia,196000.0,683200.0,31 Dec 2021,5.834547857680949,196.00K,683.20K
185,Slovenia,Europe,174490.0,2108977.0,1 Jan 2021,6.324071843453307,174.49K,2.11M
186,Bulgaria,Europe,165000.0,6520314.0,7 Sep 2021,6.814268510637397,165.00K,6.52M
187,Dominica,Americas,150000.0,72000.0,1 Jul 2021,4.857332496431268,150.00K,72.00K
188,Sao Tome and Principe,Africa,129871.0,214610.0,1 Jul 2021,5.331649954552743,129.87K,214.61K
189,Cayman Islands,Americas,95398.0,65786.0,30 Sep 2020,4.8181334807011895,95.40K,65.79K
190,New Caledonia,Oceania,50000.0,273674.0,1 Jul 2021,5.437233539854821,50.00K,273.67K
191,Tuvalu,Oceania,50000.0,10679.0,1 Jul 2021,4.028530586511328,50.00K,10.68K
192,Romania,Europe,44500.0,19186201.0,1 Jan 2021,7.28298898994807,44.50K,19.19M
194,Grenada,Americas,30000.0,113000.0,1 Jul 2021,5.05307844348342,30.00K,113.00K
195,French Polynesia,Oceania,5000.0,279890.0,1 Jul 2021,5.446987382130324,5.00K,279.89K
