,Country Name,UN Region,Amount,Total Population,Population Date,log_Population,Amount ,Population 
54,Ecuador,Americas,73284895.47,18023212,19 Jul 2022,7.2558321911695645,73.28M,18.02M
55,Kyrgyz Republic,Asia,71061254.18,6700000,1 Apr 2021,6.826074802700826,71.06M,6.70M
56,Nepal,Asia,68680836.34,29192480,11 Nov 2021,7.465270991341707,68.68M,29.19M
57,Egypt,Africa,68054978.14,103596325,19 Jul 2022,8.015344349419546,68.05M,103.60M
58,Cambodia,Asia,67350142.64,15552211,3 Mar 2019,7.191792139783463,67.35M,15.55M
59,Namibia,Africa,65369051.51,2550226,1 Jul 2021,6.406578669141308,65.37M,2.55M
60,Benin,Africa,58148199.18,12506347,1 Jul 2021,7.097130474408183,58.15M,12.51M
61,Indonesia,Asia,57584332.69,272248500,1 Jul 2021,8.434965495614158,57.58M,272.25M
62,Australia,Oceania,56615183.93,25920968,19 Jul 2022,7.413651215918026,56.62M,25.92M
63,United Kingdom,Europe,54767233.0,67081234,30 Jun 2020,7.8266010431180275,54.77M,67.08M
64,Turkey,Asia,50435333.82,84680273,31 Dec 2021,7.927782249467857,50.44M,84.68M
65,Lesotho,Africa,44696345.98,2159000,1 Jul 2021,6.3342526423342305,44.70M,2.16M
66,France,Europe,43938589.06,67874000,1 Jun 2022,7.831703444104363,43.94M,67.87M
67,Panama,Americas,43826716.76,4278500,1 Jul 2020,6.631291536325312,43.83M,4.28M
68,Congo Republic,Africa,40766621.62,5657000,1 Jul 2021,6.752586178740409,40.77M,5.66M
69,Chad,Africa,38705033.86,16818391,1 Jul 2021,7.225784444895536,38.71M,16.82M
70,Liberia,Africa,37209989.92,4661010,1 Jul 2021,6.668480034694045,37.21M,4.66M
71,Togo,Africa,35892669.0,7886000,1 Jul 2021,6.8968567727372045,35.89M,7.89M
72,Libya,Africa,33089038.29,7054493,1 Jul 2022,6.848465806862236,33.09M,7.05M
73,Nicaragua,Americas,32231393.44,6595674,30 Jun 2020,6.8192591819179125,32.23M,6.60M
74,Albania,Europe,31573046.33,2829741,1 Jan 2021,6.451746687319949,31.57M,2.83M
75,Eswatini,Africa,31236439.68,1172000,1 Jul 2021,6.068927611682072,31.24M,1.17M
76,Georgia,Asia,29686807.42,3728573,1 Jan 2021,6.571542650359974,29.69M,3.73M
77,Botswana,Africa,28562953.14,2410338,1 Jul 2021,6.382077947654605,28.56M,2.41M
78,Sierra Leone,Africa,28227213.52,8297882,1 Jul 2021,6.918967254653808,28.23M,8.30M
79,Burundi,Africa,27586150.7,12574571,1 Jul 2021,7.0994931773851535,27.59M,12.57M
80,Israel,Asia,27070879.33,9548060,19 Jul 2022,6.979915139449405,27.07M,9.55M
81,Bosnia and Herzegovina,Europe,26485789.5,3320954,1 Jul 2020,6.521262860035445,26.49M,3.32M
82,Tunisia,Africa,25893563.98,11746695,1 Jul 2020,7.069915692551177,25.89M,11.75M
83,Morocco,Africa,25647317.37,36664786,19 Jul 2022,7.564249154508492,25.65M,36.66M
84,Dominican Republic,Americas,25475236.52,10535535,1 Jul 2021,7.022656594205946,25.48M,10.54M
85,Uzbekistan,Asia,25146269.27,35661665,19 Jul 2022,7.5522016159967045,25.15M,35.66M
86,Solomon Islands,Oceania,22787651.0,728041,1 Jul 2021,5.862155837516841,22.79M,728.04K
87,Kosovo,Europe,21954929.33,1798188,31 Dec 2020,6.254835095124878,21.95M,1.80M
88,Guinea,Africa,21130658.96,12907395,1 Jul 2021,7.110838600803818,21.13M,12.91M
89,Moldova,Europe,20598297.34,2597100,1 Jan 2021,6.414488672236952,20.60M,2.60M
90,Fiji,Oceania,20214339.77,898402,1 Jul 2021,5.95347071006996,20.21M,898.40K
91,Kazakhstan,Asia,20193054.3,19267584,19 Jul 2022,7.284827261035856,20.19M,19.27M
92,Armenia,Asia,19818756.68,2963900,31 Mar 2021,6.471863546749658,19.82M,2.96M
93,Sri Lanka,Asia,18778487.31,22156000,1 Jul 2021,7.345491356474646,18.78M,22.16M
94,Palestine,Asia,17595355.94,5227193,1 Jul 2021,6.718268535545922,17.60M,5.23M
95,Angola,Africa,17312104.14,33086278,30 Jun 2022,7.519647914485988,17.31M,33.09M
96,Costa Rica,Americas,16746297.98,5163038,30 Jun 2021,6.712905321469764,16.75M,5.16M
97,China,Asia,15672990.73,1412600000,31 Dec 2021,9.150019201915148,15.67M,1.41G
98,Austria,Europe,14551957.16,9027999,1 Apr 2022,6.95559150230044,14.55M,9.03M
99,Jamaica,Americas,14209756.5,2734093,31 Dec 2019,6.436813282982311,14.21M,2.73M
100,Djibouti,Africa,13677111.0,976107,1 Jul 2019,5.989497427259414,13.68M,976.11K
101,Serbia,Europe,13272902.94,6797105,1 Jan 2022,6.83232397884802,13.27M,6.80M
102,Tajikistan,Asia,11476324.0,9506000,1 Jan 2021,6.977997809958739,11.48M,9.51M
103,Mauritania,Africa,10659008.62,4271197,1 Jul 2021,6.630549602810542,10.66M,4.27M
104,Bermuda,Americas,10520202.19,64055,1 Jul 2021,4.80655303552734,10.52M,64.06K
105,Macedonia,Europe,10287335.81,1832696,1 Nov 2021,6.263090431971592,10.29M,1.83M
106,Netherlands,Europe,9664675.02,17717959,19 Jul 2022,7.248413692376696,9.66M,17.72M
107,Argentina,Americas,9093237.44,47327407,18 May 2022,7.675112710754907,9.09M,47.33M
108,Papua New Guinea,Oceania,8986509.07,9122994,1 Jul 2021,6.960137389237603,8.99M,9.12M
109,Bolivia,Americas,8762907.04,11797257,1 Jul 2021,7.071781040505686,8.76M,11.80M
110,New Zealand,Oceania,8408569.7,5133062,19 Jul 2022,6.710376509944624,8.41M,5.13M
111,Barbados,Americas,6862863.67,288000,1 Jul 2021,5.459392487759231,6.86M,288.00K
112,Singapore,Asia,6764042.13,5453600,30 Jun 2021,6.7366832809904,6.76M,5.45M
113,Germany,Europe,6584300.15,83695430,31 Mar 2022,7.922701744970953,6.58M,83.70M
114,Algeria,Africa,6072589.26,45400000,1 Jan 2022,7.657055852857104,6.07M,45.40M
115,Russia,Europe,5979887.7,147190000,1 Oct 2021,8.167878305298055,5.98M,147.19M
116,Malaysia,Asia,5945962.95,32728400,19 Jul 2022,7.514924774383595,5.95M,32.73M
117,Sweden,Europe,5925921.21,10475203,30 Apr 2022,7.02016244795581,5.93M,10.48M
118,Bahamas,Americas,5654369.7,393450,1 Jul 2021,5.594889549646035,5.65M,393.45K
119,Czech Republic,Europe,5542557.6,10516708,1 Jan 2022,7.021879815751455,5.54M,10.52M
120,Belarus,Europe,5420310.0,9349645,1 Jan 2021,6.970795121303748,5.42M,9.35M
121,Denmark,Europe,5419605.31,5883562,1 Apr 2022,6.769640334337041,5.42M,5.88M
122,United Arab Emirates,Asia,5410873.28,9282410,31 Dec 2020,6.9676607471044605,5.41M,9.28M
123,Norway,Europe,5290012.38,5435536,31 Mar 2022,6.735242376456274,5.29M,5.44M
124,Belize,Americas,5218066.98,430191,1 Jul 2021,5.6336613202977865,5.22M,430.19K
125,St. Vincent and the Grenadines,Americas,4849393.0,110696,1 Jul 2020,5.044131927930993,4.85M,110.70K
126,Belgium,Europe,4793056.01,11657619,1 Apr 2022,7.066609857390914,4.79M,11.66M
127,Cuba,Americas,4791621.37,11113215,31 Dec 2021,7.045839716436334,4.79M,11.11M
128,Chile,Americas,4711227.07,19678363,30 Jun 2021,7.293988967589386,4.71M,19.68M
129,Azerbaijan,Asia,4577883.62,10164464,1 Mar 2022,7.007084482041464,4.58M,10.16M
130,South Korea,Asia,4534690.57,51745000,31 Dec 2021,7.713868391282224,4.53M,51.74M
131,Guyana,Americas,4258788.92,743699,1 Jul 2019,5.871397197522479,4.26M,743.70K
132,Turkmenistan,Asia,4245023.0,6118000,1 Jul 2021,6.78660947264866,4.25M,6.12M
133,Japan,Asia,4110810.29,125502000,1 Oct 2021,8.09865064678951,4.11M,125.50M
134,Finland,Europe,3661281.7,5550066,1 Feb 2022,6.744298147674996,3.66M,5.55M
135,Trinidad and Tobago,Americas,3485578.91,1367558,30 Jun 2021,6.135945754417381,3.49M,1.37M
136,Timor-Leste,Asia,3242217.3,1317780,1 Jul 2021,6.119842911956736,3.24M,1.32M
137,Gambia,Africa,3101998.41,2487000,1 Jul 2021,6.395675785269936,3.10M,2.49M
138,Uruguay,Americas,2975047.57,3554915,30 Jun 2021,6.550829220966689,2.98M,3.55M
139,Spain,Europe,2773322.46,47432805,1 Jan 2022,7.676078807974689,2.77M,47.43M
140,Gabon,Africa,2546745.65,2233272,1 Jul 2021,6.348941620924155,2.55M,2.23M
141,Paraguay,Americas,2530117.89,7353038,1 Jul 2021,6.866466810381868,2.53M,7.35M
142,Montenegro,Europe,2189799.45,621306,1 Jul 2020,5.793305547648701,2.19M,621.31K
143,Taiwan,Asia,2110207.13,23375314,31 Dec 2021,7.368757453450497,2.11M,23.38M
144,Croatia,Europe,2092513.89,3888529,31 Aug 2021,6.589785342198951,2.09M,3.89M
145,Cabo Verde,Africa,2014326.71,563198,1 Jul 2021,5.75066110389239,2.01M,563.20K
146,Slovakia,Europe,1812429.3,5434712,31 Dec 2021,6.735176534599901,1.81M,5.43M
147,Ireland,Europe,1701431.89,5123536,3 Apr 2022,6.709569792078881,1.70M,5.12M
148,Dominica,Americas,1598301.0,72000,1 Jul 2021,4.857332496431268,1.60M,72.00K
149,Saudi Arabia,Asia,1521042.82,35013414,1 Jul 2020,7.544234458924818,1.52M,35.01M
150,Malta,Europe,1510950.73,514564,31 Dec 2019,5.711439398764629,1.51M,514.56K
151,Greece,Europe,1497051.0,10603810,1 Jan 2022,7.025461937404057,1.50M,10.60M
152,Romania,Europe,1468496.54,19186201,1 Jan 2021,7.28298898994807,1.47M,19.19M
153,Slovenia,Europe,1382046.0,2108977,1 Jan 2021,6.324071843453307,1.38M,2.11M
154,Iceland,Europe,1294863.95,377280,31 Mar 2022,5.576663783414995,1.29M,377.28K
155,Hungary,Europe,1200547.94,9689000,1 Jan 2022,6.986278955905991,1.20M,9.69M
156,British Virgin Islands,Americas,1171393.0,30000,1 Jul 2021,4.477121254719663,1.17M,30.00K
157,Bahrain,Asia,1122522.18,1501635,17 Mar 2020,6.17656438223564,1.12M,1.50M
158,Cyprus,Asia,1014298.34,918100,1 Oct 2021,5.962889987391791,1.01M,918.10K
159,Cyprus,Asia,1014298.34,382230,31 Dec 2019,5.582324770430004,1.01M,382.23K
160,Lithuania,Europe,1002995.6,2794961,1 Jan 2022,6.44637575225716,1.00M,2.79M
161,Vanuatu,Oceania,921421.0,301295,1 Jul 2021,5.478991924602573,921.42K,301.30K
162,Poland,Europe,910390.0,38014000,1 May 2022,7.579943570379943,910.39K,38.01M
163,Oman,Asia,824955.0,4527446,31 Dec 2021,6.655853279076238,824.96K,4.53M
164,Latvia,Europe,639439.54,1874900,1 Dec 2021,6.2729781090736845,639.44K,1.87M
165,Bulgaria,Europe,612299.0,6520314,7 Sep 2021,6.814268510637397,612.30K,6.52M
166,Estonia,Europe,600379.94,1331796,1 Jan 2022,6.12443770617108,600.38K,1.33M
167,Guinea-Bissau,Africa,580306.0,1646077,1 Jul 2021,6.216450146728591,580.31K,1.65M
168,Suriname,Americas,488026.54,598000,1 Jul 2019,5.776701183988411,488.03K,598.00K
169,Brunei Darussalam,Asia,406181.0,429999,1 Jul 2021,5.633467445591245,406.18K,430.00K
170,Qatar,Asia,381996.0,2799202,31 Jul 2019,6.44703423977374,382.00K,2.80M
171,Portugal,Europe,377919.98,10347892,22 Mar 2021,7.014851887376472,377.92K,10.35M
172,Kuwait,Asia,341018.0,4670713,31 Dec 2020,6.669383182135639,341.02K,4.67M
173,St. Lucia,Americas,321239.0,178696,1 Jul 2018,5.252114831199711,321.24K,178.70K
174,Equatorial Guinea,Africa,286999.25,1505588,1 Jul 2021,6.177706144636216,287.00K,1.51M
175,Grenada,Americas,271711.4,113000,1 Jul 2021,5.05307844348342,271.71K,113.00K
176,Kiribati,Oceania,265729.26,120740,1 Jul 2021,5.081851171517454,265.73K,120.74K
177,Luxembourg,Europe,250440.0,645397,1 Jan 2022,5.809826942340781,250.44K,645.40K
178,Samoa,Oceania,224573.0,199853,1 Jul 2021,5.300710671853901,224.57K,199.85K
179,St. Kitts and Nevis,Americas,213793.0,54000,1 Jul 2021,4.732393759822968,213.79K,54.00K
180,New Caledonia,Oceania,204419.0,273674,1 Jul 2021,5.437233539854821,204.42K,273.67K
181,Andorra,Europe,200900.0,79535,31 Dec 2021,4.900558285409537,200.90K,79.53K
182,Antigua and Barbuda,Americas,186128.4,99337,1 Jul 2021,4.997111040065091,186.13K,99.34K
183,Bhutan,Asia,184308.0,763200,30 May 2022,5.8826383616960385,184.31K,763.20K
184,Mauritius,Africa,183138.07,1266334,30 Jun 2021,6.102548267471208,183.14K,1.27M
185,Maldives,Asia,160557.5,383135,31 Dec 2019,5.583351827296466,160.56K,383.13K
186,Comoros,Africa,42811.0,758316,15 Dec 2017,5.879850219429004,42.81K,758.32K
187,Tonga,Oceania,36940.0,99532,1 Jul 2021,4.99796273088782,36.94K,99.53K
188,Seychelles,Africa,13696.0,99202,30 Jun 2021,4.996520428003049,13.70K,99.20K
189,Tuvalu,Oceania,8175.0,10679,1 Jul 2021,4.028530586511328,8.18K,10.68K
190,Eritrea,Africa,4200.0,3601000,1 Jul 2021,6.556423121371285,4.20K,3.60M
