,Country Name,UN Region,Amount,Total Population,Population Date,log_Population,Amount ,Population 
55,Cambodia,Asia,75451768.07,15552211,3 Mar 2019,7.191792139783463,75.45M,15.55M
56,Norway,Europe,71352231.6,5435536,31 Mar 2022,6.735242376456274,71.35M,5.44M
57,Costa Rica,Americas,70691463.96,5163038,30 Jun 2021,6.712905321469764,70.69M,5.16M
58,Namibia,Africa,66095730.27,2550226,1 Jul 2021,6.406578669141308,66.10M,2.55M
59,Indonesia,Asia,65447192.8,272248500,1 Jul 2021,8.434965495614158,65.45M,272.25M
60,Ecuador,Americas,62876902.27,18023212,19 Jul 2022,7.2558321911695645,62.88M,18.02M
61,Australia,Oceania,61440290.33,25920968,19 Jul 2022,7.413651215918026,61.44M,25.92M
62,Tunisia,Africa,60774013.18,11746695,1 Jul 2020,7.069915692551177,60.77M,11.75M
63,Brazil,Americas,60346164.14,214902876,19 Jul 2022,8.332242227602062,60.35M,214.90M
64,Timor-Leste,Asia,57719419.07,1317780,1 Jul 2021,6.119842911956736,57.72M,1.32M
65,Sri Lanka,Asia,55911933.82,22156000,1 Jul 2021,7.345491356474646,55.91M,22.16M
66,Nepal,Asia,55297002.16,29192480,11 Nov 2021,7.465270991341707,55.30M,29.19M
67,Turkey,Asia,53822774.13,84680273,31 Dec 2021,7.927782249467857,53.82M,84.68M
68,Georgia,Asia,52341222.7,3728573,1 Jan 2021,6.571542650359974,52.34M,3.73M
69,Morocco,Africa,45236023.76,36664786,19 Jul 2022,7.564249154508492,45.24M,36.66M
70,Chad,Africa,43764098.33,16818391,1 Jul 2021,7.225784444895536,43.76M,16.82M
71,Uzbekistan,Asia,42596474.23,35661665,19 Jul 2022,7.5522016159967045,42.60M,35.66M
72,Albania,Europe,42409674.73,2829741,1 Jan 2021,6.451746687319949,42.41M,2.83M
73,Angola,Africa,41542378.73,33086278,30 Jun 2022,7.519647914485988,41.54M,33.09M
74,Kosovo,Europe,41080653.52,1798188,31 Dec 2020,6.254835095124878,41.08M,1.80M
75,Palestine,Asia,37498119.84,5227193,1 Jul 2021,6.718268535545922,37.50M,5.23M
76,Botswana,Africa,35741768.26,2410338,1 Jul 2021,6.382077947654605,35.74M,2.41M
77,Liberia,Africa,34581145.67,4661010,1 Jul 2021,6.668480034694045,34.58M,4.66M
78,Solomon Islands,Oceania,34088914.52,728041,1 Jul 2021,5.862155837516841,34.09M,728.04K
79,Moldova,Europe,31073561.09,2597100,1 Jan 2021,6.414488672236952,31.07M,2.60M
80,Libya,Africa,30369302.75,7054493,1 Jul 2022,6.848465806862236,30.37M,7.05M
81,Israel,Asia,29858756.19,9548060,19 Jul 2022,6.979915139449405,29.86M,9.55M
82,Gambia,Africa,28127946.03,2487000,1 Jul 2021,6.395675785269936,28.13M,2.49M
83,Eswatini,Africa,24832993.73,1172000,1 Jul 2021,6.068927611682072,24.83M,1.17M
84,Kazakhstan,Asia,24163510.37,19267584,19 Jul 2022,7.284827261035856,24.16M,19.27M
85,Kyrgyz Republic,Asia,23424982.58,6700000,1 Apr 2021,6.826074802700826,23.42M,6.70M
86,Serbia,Europe,22740720.09,6797105,1 Jan 2022,6.83232397884802,22.74M,6.80M
87,France,Europe,22204075.91,67874000,1 Jun 2022,7.831703444104363,22.20M,67.87M
88,Bosnia and Herzegovina,Europe,21970385.48,3320954,1 Jul 2020,6.521262860035445,21.97M,3.32M
89,Argentina,Americas,21491599.47,47327407,18 May 2022,7.675112710754907,21.49M,47.33M
90,Panama,Americas,21219148.31,4278500,1 Jul 2020,6.631291536325312,21.22M,4.28M
91,Burundi,Africa,20485833.0,12574571,1 Jul 2021,7.0994931773851535,20.49M,12.57M
92,Papua New Guinea,Oceania,19268052.0,9122994,1 Jul 2021,6.960137389237603,19.27M,9.12M
93,Armenia,Asia,17226747.91,2963900,31 Mar 2021,6.471863546749658,17.23M,2.96M
94,Guinea,Africa,17010289.33,12907395,1 Jul 2021,7.110838600803818,17.01M,12.91M
95,Mauritania,Africa,16724304.92,4271197,1 Jul 2021,6.630549602810542,16.72M,4.27M
96,Netherlands,Europe,16537049.75,17717959,19 Jul 2022,7.248413692376696,16.54M,17.72M
97,Macedonia,Europe,16019492.37,1832696,1 Nov 2021,6.263090431971592,16.02M,1.83M
98,Palestine,Asia,15362676.34,5227193,1 Jul 2021,6.718268535545922,15.36M,5.23M
99,Tajikistan,Asia,15337206.79,9506000,1 Jan 2021,6.977997809958739,15.34M,9.51M
100,Jamaica,Americas,15203197.65,2734093,31 Dec 2019,6.436813282982311,15.20M,2.73M
101,Austria,Europe,15114268.72,9027999,1 Apr 2022,6.95559150230044,15.11M,9.03M
102,Germany,Europe,14711993.43,83695430,31 Mar 2022,7.922701744970953,14.71M,83.70M
103,Nicaragua,Americas,14533400.77,6595674,30 Jun 2020,6.8192591819179125,14.53M,6.60M
104,China,Asia,13819347.48,1412600000,31 Dec 2021,9.150019201915148,13.82M,1.41G
105,Sierra Leone,Africa,12415592.86,8297882,1 Jul 2021,6.918967254653808,12.42M,8.30M
106,Benin,Africa,11696499.47,12506347,1 Jul 2021,7.097130474408183,11.70M,12.51M
107,Malaysia,Asia,11437788.94,32728400,19 Jul 2022,7.514924774383595,11.44M,32.73M
108,Djibouti,Africa,11159333.0,976107,1 Jul 2019,5.989497427259414,11.16M,976.11K
109,Czech Republic,Europe,10737718.0,10516708,1 Jan 2022,7.021879815751455,10.74M,10.52M
110,Algeria,Africa,10241107.37,45400000,1 Jan 2022,7.657055852857104,10.24M,45.40M
111,Russia,Europe,9866134.1,147190000,1 Oct 2021,8.167878305298055,9.87M,147.19M
112,Mongolia,Asia,9339501.4,3447939,19 Jul 2022,6.537559573800663,9.34M,3.45M
113,Bermuda,Americas,8537141.0,64055,1 Jul 2021,4.80655303552734,8.54M,64.06K
114,Gabon,Africa,8498086.94,2233272,1 Jul 2021,6.348941620924155,8.50M,2.23M
115,Denmark,Europe,8469362.18,5883562,1 Apr 2022,6.769640334337041,8.47M,5.88M
116,Paraguay,Americas,8310251.29,7353038,1 Jul 2021,6.866466810381868,8.31M,7.35M
117,Azerbaijan,Asia,7772515.89,10164464,1 Mar 2022,7.007084482041464,7.77M,10.16M
118,Barbados,Americas,7524718.5,288000,1 Jul 2021,5.459392487759231,7.52M,288.00K
119,New Zealand,Oceania,7170810.27,5133062,19 Jul 2022,6.710376509944624,7.17M,5.13M
120,Sweden,Europe,7017924.74,10475203,30 Apr 2022,7.02016244795581,7.02M,10.48M
121,Congo Republic,Africa,6425367.0,5657000,1 Jul 2021,6.752586178740409,6.43M,5.66M
122,Belgium,Europe,6189414.82,11657619,1 Apr 2022,7.066609857390914,6.19M,11.66M
123,Fiji,Oceania,6158784.01,898402,1 Jul 2021,5.95347071006996,6.16M,898.40K
124,Japan,Asia,6138304.15,125502000,1 Oct 2021,8.09865064678951,6.14M,125.50M
125,Chile,Americas,6073845.17,19678363,30 Jun 2021,7.293988967589386,6.07M,19.68M
126,Poland,Europe,6005360.64,38014000,1 May 2022,7.579943570379943,6.01M,38.01M
127,Dominica,Americas,6004167.4,72000,1 Jul 2021,4.857332496431268,6.00M,72.00K
128,Trinidad and Tobago,Americas,5228843.67,1367558,30 Jun 2021,6.135945754417381,5.23M,1.37M
129,Spain,Europe,5177576.95,47432805,1 Jan 2022,7.676078807974689,5.18M,47.43M
130,Belarus,Europe,4950418.0,9349645,1 Jan 2021,6.970795121303748,4.95M,9.35M
131,Bolivia,Americas,4668798.29,11797257,1 Jul 2021,7.071781040505686,4.67M,11.80M
132,South Korea,Asia,4570727.72,51745000,31 Dec 2021,7.713868391282224,4.57M,51.74M
133,Cuba,Americas,4494014.25,11113215,31 Dec 2021,7.045839716436334,4.49M,11.11M
134,Montenegro,Europe,3749482.39,621306,1 Jul 2020,5.793305547648701,3.75M,621.31K
135,Ireland,Europe,3692784.12,5123536,3 Apr 2022,6.709569792078881,3.69M,5.12M
136,Maldives,Asia,3688083.08,383135,31 Dec 2019,5.583351827296466,3.69M,383.13K
137,Taiwan,Asia,3486885.0,23375314,31 Dec 2021,7.368757453450497,3.49M,23.38M
138,Turkmenistan,Asia,3478381.85,6118000,1 Jul 2021,6.78660947264866,3.48M,6.12M
139,Uruguay,Americas,3268665.39,3554915,30 Jun 2021,6.550829220966689,3.27M,3.55M
140,Singapore,Asia,2900027.57,5453600,30 Jun 2021,6.7366832809904,2.90M,5.45M
141,Bahamas,Americas,2498997.35,393450,1 Jul 2021,5.594889549646035,2.50M,393.45K
142,Togo,Africa,2408164.13,7886000,1 Jul 2021,6.8968567727372045,2.41M,7.89M
143,Guyana,Americas,2403755.97,743699,1 Jul 2019,5.871397197522479,2.40M,743.70K
144,United Arab Emirates,Asia,2369615.37,9282410,31 Dec 2020,6.9676607471044605,2.37M,9.28M
145,Croatia,Europe,2228549.29,3888529,31 Aug 2021,6.589785342198951,2.23M,3.89M
146,Hungary,Europe,2166673.39,9689000,1 Jan 2022,6.986278955905991,2.17M,9.69M
147,Bulgaria,Europe,2115922.85,6520314,7 Sep 2021,6.814268510637397,2.12M,6.52M
148,Malta,Europe,1986580.0,514564,31 Dec 2019,5.711439398764629,1.99M,514.56K
149,Belize,Americas,1884885.62,430191,1 Jul 2021,5.6336613202977865,1.88M,430.19K
150,Guinea-Bissau,Africa,1868915.0,1646077,1 Jul 2021,6.216450146728591,1.87M,1.65M
151,Slovakia,Europe,1840918.0,5434712,31 Dec 2021,6.735176534599901,1.84M,5.43M
152,Tonga,Oceania,1616982.0,99532,1 Jul 2021,4.99796273088782,1.62M,99.53K
153,Kiribati,Oceania,1609785.0,120740,1 Jul 2021,5.081851171517454,1.61M,120.74K
154,Romania,Europe,1374457.21,19186201,1 Jan 2021,7.28298898994807,1.37M,19.19M
155,Saudi Arabia,Asia,1321464.13,35013414,1 Jul 2020,7.544234458924818,1.32M,35.01M
156,Cyprus,Asia,1250009.3,918100,1 Oct 2021,5.962889987391791,1.25M,918.10K
157,Cyprus,Asia,1250009.3,382230,31 Dec 2019,5.582324770430004,1.25M,382.23K
158,Slovenia,Europe,1196647.51,2108977,1 Jan 2021,6.324071843453307,1.20M,2.11M
159,Estonia,Europe,1181921.0,1331796,1 Jan 2022,6.12443770617108,1.18M,1.33M
160,Finland,Europe,1151775.54,5550066,1 Feb 2022,6.744298147674996,1.15M,5.55M
161,Portugal,Europe,1030327.54,10347892,22 Mar 2021,7.014851887376472,1.03M,10.35M
162,Greece,Europe,859085.11,10603810,1 Jan 2022,7.025461937404057,859.09K,10.60M
163,Iceland,Europe,820926.0,377280,31 Mar 2022,5.576663783414995,820.93K,377.28K
164,Latvia,Europe,634002.62,1874900,1 Dec 2021,6.2729781090736845,634.00K,1.87M
165,Equatorial Guinea,Africa,581839.0,1505588,1 Jul 2021,6.177706144636216,581.84K,1.51M
166,Oman,Asia,573073.5,4527446,31 Dec 2021,6.655853279076238,573.07K,4.53M
167,Cabo Verde,Africa,556250.33,563198,1 Jul 2021,5.75066110389239,556.25K,563.20K
168,Suriname,Americas,501206.39,598000,1 Jul 2019,5.776701183988411,501.21K,598.00K
169,Kuwait,Asia,407313.98,4670713,31 Dec 2020,6.669383182135639,407.31K,4.67M
170,Grenada,Americas,402044.0,113000,1 Jul 2021,5.05307844348342,402.04K,113.00K
171,Bahrain,Asia,398555.9,1501635,17 Mar 2020,6.17656438223564,398.56K,1.50M
172,St. Vincent and the Grenadines,Americas,382309.95,110696,1 Jul 2020,5.044131927930993,382.31K,110.70K
173,Samoa,Oceania,353200.0,199853,1 Jul 2021,5.300710671853901,353.20K,199.85K
174,St. Lucia,Americas,345570.0,178696,1 Jul 2018,5.252114831199711,345.57K,178.70K
175,British Virgin Islands,Americas,305421.0,30000,1 Jul 2021,4.477121254719663,305.42K,30.00K
176,Luxembourg,Europe,289500.0,645397,1 Jan 2022,5.809826942340781,289.50K,645.40K
177,Lithuania,Europe,260535.81,2794961,1 Jan 2022,6.44637575225716,260.54K,2.79M
178,St. Kitts and Nevis,Americas,250341.84,54000,1 Jul 2021,4.732393759822968,250.34K,54.00K
179,Greenland,Americas,250000.0,56562,1 Jan 2022,4.752524757465067,250.00K,56.56K
180,Tuvalu,Oceania,210860.0,10679,1 Jul 2021,4.028530586511328,210.86K,10.68K
181,Comoros,Africa,205266.96,758316,15 Dec 2017,5.879850219429004,205.27K,758.32K
182,Mauritius,Africa,139614.0,1266334,30 Jun 2021,6.102548267471208,139.61K,1.27M
183,Antigua and Barbuda,Americas,110882.7,99337,1 Jul 2021,4.997111040065091,110.88K,99.34K
184,Qatar,Asia,95996.0,2799202,31 Jul 2019,6.44703423977374,96.00K,2.80M
185,Brunei Darussalam,Asia,89870.0,429999,1 Jul 2021,5.633467445591245,89.87K,430.00K
186,New Caledonia,Oceania,82545.41,273674,1 Jul 2021,5.437233539854821,82.55K,273.67K
187,Vanuatu,Oceania,64729.09,301295,1 Jul 2021,5.478991924602573,64.73K,301.30K
188,Iran,Asia,49500.0,85617295,19 Jul 2022,7.932561502578748,49.50K,85.62M
189,Sao Tome and Principe,Africa,25010.0,214610,1 Jul 2021,5.331649954552743,25.01K,214.61K
190,Seychelles,Africa,10599.03,99202,30 Jun 2021,4.996520428003049,10.60K,99.20K
191,French Polynesia,Oceania,9700.0,279890,1 Jul 2021,5.446987382130324,9.70K,279.89K
192,Andorra,Europe,9050.0,79535,31 Dec 2021,4.900558285409537,9.05K,79.53K
193,Eritrea,Africa,3925.0,3601000,1 Jul 2021,6.556423121371285,3.92K,3.60M
